(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'front', 'unround', 'short'))	a	0.5
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'long'), ('high', 'front', 'unround', 'short'), ('mid', 'back', 'round', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'long'), ('low', 'back', 'unround', 'long'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('high', 'front', 'unround', 'short'))	a	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('high', 'central', 'round', 'short'))	a	0.8
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'))	tia	0.5
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'))	tia	0.6666666666666666
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'))	mia	0.16666666666666666
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'))	ia	0.16666666666666666
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'))	tia	0.16666666666666666
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'), ('low', 'back', 'unround', 'short'))	ngia	0.25
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'long'))	kia	0.6666666666666666
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	tia	0.3333333333333333
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'front', 'unround', 'short'), ('mid', 'front', 'unround', 'short'))	tia	0.3333333333333333
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	tia	0.16666666666666666
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'))	ngia	0.07142857142857142
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('mid', 'back', 'round', 'short'))	a	0.16666666666666666
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'long'), ('mid', 'front', 'unround', 'long'), ('mid', 'front', 'unround', 'long'))	ngia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'), ('high', 'central', 'round', 'short'), ('low', 'back', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'))	hia	0.5
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	na	0.5
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'front', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	a	0.5
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'long'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('low', 'back', 'unround', 'short'))	ina	0.3333333333333333
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'long'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'))	ngia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'))	hia	0.16666666666666666
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	ngia	0.3333333333333333
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	ia	0.3333333333333333
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('mid', 'back', 'round', 'short'))	ia	0.16666666666666666
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'front', 'unround', 'short'))	ngia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('high', 'front', 'unround', 'short'))	ngia	0.5
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'long'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	na	0.3333333333333333
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'))	ria	0.3333333333333333
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'long'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'), ('mid', 'back', 'round', 'short'))	ria	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	hia	0.3333333333333333
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	hia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('high', 'front', 'unround', 'short'), ('mid', 'front', 'unround', 'short'))	a	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	ina	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'long'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	ngia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('high', 'central', 'round', 'short'))	ria	0.25
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'long'))	kia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'long'), ('high', 'central', 'round', 'long'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'long'))	ria	0.5
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'long'), ('low', 'back', 'unround', 'short'), ('mid', 'back', 'round', 'short'))	ria	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('high', 'central', 'round', 'short'))	ria	0.2
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'long'), ('mid', 'front', 'unround', 'short'), ('high', 'central', 'round', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('mid', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'long'))	ngia	0.5
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('high', 'central', 'round', 'short'), ('low', 'back', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('mid', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'long'), ('mid', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'long'), ('high', 'front', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'long'), ('low', 'back', 'unround', 'short'), ('high', 'central', 'round', 'short'))	tia	0.5
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'front', 'unround', 'short'), ('high', 'central', 'round', 'long'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('mid', 'front', 'unround', 'short'), ('high', 'central', 'round', 'short'), ('high', 'central', 'round', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('high', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	tia	1.0
(('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	ia	0.041666666666666664
(('low', 'back', 'unround', 'long'), ('low', 'back', 'unround', 'long'))	ria	1.0
(('low', 'back', 'unround', 'long'), ('low', 'back', 'unround', 'long'), ('high', 'front', 'unround', 'short'))	tia	0.3333333333333333
(('mid', 'front', 'unround', 'short'), ('mid', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	tia	1.0
(('mid', 'front', 'unround', 'short'), ('mid', 'back', 'round', 'short'))	tia	0.5
(('mid', 'front', 'unround', 'short'), ('low', 'back', 'unround', 'short'))	hia	0.25
(('mid', 'front', 'unround', 'short'), ('high', 'central', 'round', 'long'), ('low', 'back', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	tia	1.0
(('high', 'front', 'unround', 'long'), ('high', 'front', 'unround', 'short'), ('high', 'front', 'unround', 'short'))	ria	1.0
